sample_id,subject_id,class_id,split
741,12,31,train
742,12,32,test
743,12,34,train
744,12,36,train
745,12,37,train
746,12,38,train
747,12,39,train
748,12,41,train
749,12,42,val
750,12,43,val
751,12,44,train
752,12,47,val
753,12,48,test
754,12,49,train
755,12,50,test
756,12,51,train
757,12,52,train
758,12,54,val
759,12,55,test
760,12,56,train
761,12,57,train
762,12,58,train
763,12,59,train
764,12,61,train
765,12,62,val
766,12,63,train
767,12,64,train
768,12,65,train
769,12,66,train
770,12,67,train
771,12,68,train
772,12,69,train
773,12,70,train
774,12,71,train
775,12,72,test
776,12,74,train
777,12,76,train
778,12,77,train
779,13,1,val
780,13,2,test
781,13,3,train
782,13,4,train
783,13,5,train
784,13,6,train
785,13,7,test
786,13,8,train
787,13,9,train
788,13,10,train
789,13,13,test
790,13,14,train
791,13,15,train
792,13,16,train
793,13,17,train
794,13,18,train
795,13,20,test
796,13,21,train
797,13,22,train
798,13,23,test
799,13,24,train
800,13,25,train
801,13,26,train
802,13,27,train
803,13,29,train
804,13,30,train
805,13,31,train
806,13,32,train
807,13,34,train
808,13,36,train
809,13,37,val
810,13,38,train
811,13,39,train
812,13,40,train
813,13,42,test
814,13,43,train
815,13,44,train
816,13,47,val
817,13,48,train
818,13,49,train
819,13,50,train
820,13,51,train
821,13,52,train
822,13,54,train
823,13,55,val
824,13,56,val
825,13,57,train
826,13,58,train
827,13,59,train
828,13,60,val
829,13,61,train
830,13,62,train
831,13,63,train
832,13,64,train
833,13,65,train
834,13,66,train
835,13,67,train
836,13,68,train
837,13,69,train
838,13,70,train
839,13,71,train
840,13,72,val
841,13,74,train
842,13,76,train
843,13,77,train
844,14,1,train
845,14,2,train
846,14,3,train
847,14,4,train
848,14,6,train
849,14,7,train
850,14,8,train
851,14,9,train
852,14,10,train
853,14,13,val
854,14,14,train
855,14,15,train
856,14,16,train
857,14,17,train
858,14,18,train
859,14,21,train
860,14,22,val
861,14,23,train
862,14,24,train
863,14,25,train
864,14,26,test
865,14,27,val
866,14,29,test
867,14,30,train
868,14,31,val
869,14,34,train
870,14,36,val
871,14,37,train
872,14,38,train
873,14,40,train
874,14,41,train
875,14,42,train
876,14,43,train
877,14,44,train
878,14,47,train
879,14,48,train
880,14,49,train
881,14,50,val
882,14,51,train
883,14,52,val
884,14,54,train
885,14,55,train
886,14,56,train
887,14,57,train
888,14,58,train
889,14,59,test
890,14,60,train
891,14,61,train
892,14,62,train
893,14,63,train
894,14,64,val
895,14,65,train
896,14,66,test
897,14,67,train
898,14,68,train
899,14,69,val
900,14,70,train
901,14,71,train
902,14,72,train
903,14,74,train
904,14,76,test
905,14,77,test
906,15,1,train
907,15,2,train
908,15,3,val
909,15,4,train
910,15,5,train
911,15,6,train
912,15,7,train
913,15,8,test
914,15,9,val
915,15,10,val
916,15,11,train
917,15,13,train
918,15,16,train
919,15,17,train
920,15,18,train
921,15,20,train
922,15,21,train
923,15,22,train
924,15,23,test
925,15,24,val
926,15,25,train
927,15,26,train
928,15,27,train
929,15,29,train
930,15,30,train
931,15,31,train
932,15,32,train
933,15,34,train
934,15,36,val
935,15,37,train
936,15,38,train
937,15,39,train
938,15,40,train
939,15,41,val
940,15,42,train
941,15,43,test
942,15,44,train
943,15,47,train
944,15,48,train
945,15,49,test
946,15,50,train
947,15,51,test
948,15,52,train
949,15,54,train
950,15,55,train
951,15,56,train
952,15,57,test
953,15,58,val
954,15,59,train
955,15,60,train
956,15,61,train
957,15,62,train
958,15,63,train
959,15,64,train
960,15,65,train
961,15,66,train
962,15,67,train
963,15,68,train
964,15,69,train
965,15,70,train
966,15,71,train
967,15,72,train
968,15,74,train
969,15,76,train
970,15,77,train
971,16,1,train
972,16,2,test
973,16,3,train
974,16,4,train
975,16,5,train
976,16,6,train
977,16,7,train
978,16,8,train
979,16,9,train
980,16,10,train
981,16,11,train
982,16,13,train
983,16,14,train
984,16,15,train
985,16,16,train
986,16,17,train
987,16,18,test
988,16,20,train
989,16,21,train
990,16,22,train
991,16,23,train
992,16,24,train
993,16,25,train
994,16,26,train
995,16,27,train
996,16,29,train
997,16,30,val
998,16,31,train
999,16,32,train
1000,16,34,val
1001,16,36,train
1002,16,37,train
1003,16,38,train
1004,16,40,train
1005,16,41,test
1006,16,42,train
1007,16,43,train
1008,16,44,train
1009,16,47,train
1010,16,48,train
1011,16,49,val
1012,16,50,val
1013,16,51,train
1014,16,52,train
1015,16,54,train
1016,16,55,train
1017,16,56,train
1018,16,57,train
1019,16,58,test
1020,16,59,train
1021,16,61,train
1022,16,62,train
1023,16,63,train
1024,16,64,train
1025,16,65,train
1026,16,66,test
1027,16,67,train
1028,16,68,val
1029,16,69,test
1030,16,70,val
1031,16,72,train
1032,16,74,train
1033,16,76,train
1034,16,77,test
1035,17,1,train
1036,17,2,train
1037,17,3,train
1038,17,4,test
1039,17,5,train
1040,17,6,train
1041,17,7,train
1042,17,9,train
1043,17,10,train
1044,17,11,train
1045,17,13,train
1046,17,14,train
1047,17,15,val
1048,17,16,val
1049,17,17,train
1050,17,18,train
1051,17,20,train
1052,17,21,test
1053,17,23,val
1054,17,24,train
1055,17,25,test
1056,17,26,train
1057,17,27,train
1058,17,29,train
1059,17,30,train
1060,17,31,train
1061,17,32,val
1062,17,34,train
1063,17,36,test
1064,17,37,train
1065,17,38,train
1066,17,39,train
1067,17,40,val
1068,17,41,val
1069,17,42,train
1070,17,43,train
1071,17,44,train
1072,17,47,train
1073,17,48,train
1074,17,49,train
1075,17,50,train
1076,17,51,train
1077,17,52,test
1078,17,54,train
1079,17,55,train
1080,17,56,train
1081,17,57,train
1082,17,58,train
1083,17,59,train
1084,17,60,train
1085,17,61,train
1086,17,62,train
1087,17,63,train
1088,17,64,test
1089,17,65,train
1090,17,66,train
1091,17,67,train
1092,17,68,train
1093,17,69,val
1094,17,70,train
1095,17,71,train
1096,17,72,train
1097,17,74,train
1098,17,76,val
1099,17,77,train
1100,18,1,train
1101,18,2,train
1102,18,3,train
1103,18,4,train
1104,18,5,train
1105,18,6,test
1106,18,7,train
1107,18,8,train
1108,18,9,val
1109,18,10,train
1110,18,11,train
1111,18,13,train
1112,18,14,train
1113,18,16,test
1114,18,17,val
1115,18,18,train
1116,18,20,train
1117,18,21,train
1118,18,22,train
1119,18,23,train
1120,18,24,train
1121,18,25,train
1122,18,26,train
1123,18,27,train
1124,18,29,train
1125,18,30,train
1126,18,31,train
1127,18,32,train
1128,18,34,train
1129,18,36,train
1130,18,37,test
1131,18,38,val
1132,18,39,train
1133,18,40,train
1134,18,41,train
1135,18,42,train
1136,18,43,train
1137,18,44,val
1138,18,47,test
1139,18,48,train
1140,18,49,train
1141,18,50,train
1142,18,51,train
1143,18,52,train
1144,18,54,train
1145,18,55,train
1146,18,56,train
1147,18,58,test
1148,18,59,train
1149,18,60,test
1150,18,61,val
1151,18,62,train
1152,18,63,train
1153,18,64,train
1154,18,65,train
1155,18,67,train
1156,18,68,train
1157,18,69,train
1158,18,70,test
1159,18,71,train
1160,18,72,train
1161,18,74,train
1162,18,76,val
1163,18,77,train
1164,19,1,train
1165,19,2,val
1166,19,3,train
1167,19,4,train
1168,19,5,train
1169,19,6,test
1170,19,7,train
1171,19,8,train
1172,19,9,test
1173,19,10,train
1174,19,11,train
1175,19,13,train
1176,19,14,train
1177,19,15,train
1178,19,16,train
1179,19,17,train
1180,19,18,val
1181,19,20,train
1182,19,21,train
1183,19,22,train
1184,19,23,train
1185,19,24,train
1186,19,26,train
1187,19,27,train
1188,19,29,train
1189,19,30,test
1190,19,31,train
1191,19,32,train
1192,19,34,train
1193,19,36,train
1194,19,37,train
1195,19,38,train
1196,19,39,val
1197,19,41,test
1198,19,42,train
1199,19,43,train
1200,19,44,train
1201,19,47,train
1202,19,48,train
1203,19,49,train
1204,19,50,train
1205,19,51,train
1206,19,52,val
1207,19,54,train
1208,19,55,test
1209,19,56,val
1210,19,57,train
1211,19,58,train
1212,19,59,val
1213,19,60,train
1214,19,61,train
1215,19,62,train
1216,19,63,train
1217,19,64,train
1218,19,65,test
1219,19,66,train
1220,19,67,train
1221,19,68,train
1222,19,69,train
1223,19,70,train
1224,19,71,train
1225,19,72,test
1226,19,74,train
1227,19,76,train
1228,19,77,train
